"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CHCHD10",1.945677725701e-164,1.05760823562145,0.642,0.211,3.37322147304782e-160,"PC TTR","CHCHD10"
"HSBP1",7.49991972953312e-163,0.902067943285256,0.989,0.867,1.30026108350916e-158,"PC TTR","HSBP1"
"GSTP1",4.24801171740423e-160,0.852309668141277,0.995,0.951,7.36477791446371e-156,"PC TTR","GSTP1"
"PDGFRB",8.14928166492394e-160,0.441272615016256,0.187,0.02,1.41284096224786e-155,"PC TTR","PDGFRB"
"SPATS2L",5.98188122924884e-159,0.851492177158602,0.558,0.158,1.03707874871487e-154,"PC TTR","SPATS2L"
"C10H22orf15",8.86420247410698e-159,0.666933541470248,0.199,0.023,1.53678678293593e-154,"PC TTR","C10H22orf15"
"SLCO3A1",3.9713130174952e-156,0.427860188091469,0.168,0.016,6.88506537843142e-152,"PC TTR","SLCO3A1"
"ANXA4",4.24921516005422e-154,0.423048774757362,0.164,0.016,7.366864322986e-150,"PC TTR","ANXA4"
"TMEM14A1",3.79036225774569e-152,0.808465651739662,0.533,0.15,6.5713510462537e-148,"PC TTR","TMEM14A"
"GNG11",8.24348007906065e-151,0.673904495027504,0.32,0.061,1.42917214130674e-146,"PC TTR","GNG11"
"KCTD8",1.64323448614773e-150,0.386023839068393,0.134,0.01,2.84887562863432e-146,"PC TTR","KCTD8"
"ROPN1L",1.75343857939203e-147,0.475665259072923,0.11,0.006,3.03993646509197e-143,"PC TTR","ROPN1L"
"CFAP44",1.66093104353339e-146,0.406235380006922,0.148,0.013,2.87955615017384e-142,"PC TTR","CFAP44"
"TEKT2",3.57900050384321e-146,0.365265691760538,0.113,0.007,6.20491317351297e-142,"PC TTR","TEKT2"
"TSPAN4",3.65091047756544e-146,0.782747826509668,0.44,0.112,6.3295834949552e-142,"PC TTR","TSPAN4"
"KCNK1",6.33842585284427e-146,0.294658148612475,0.123,0.008,1.09889289010761e-141,"PC TTR","KCNK1"
"SERINC51",8.12578551580473e-146,0.4588381300457,0.214,0.029,1.40876743487507e-141,"PC TTR","SERINC5"
"TAGLN21",5.1432956030647e-143,0.703329518701141,0.316,0.063,8.91693158703327e-139,"PC TTR","TAGLN2"
"PRTG1",2.5457623222345e-142,0.683275994991847,0.372,0.083,4.41358813805795e-138,"PC TTR","PRTG"
"CLDN2",1.15778637430345e-141,0.303986462947357,0.103,0.006,2.00725423712989e-137,"PC TTR","CLDN2"
"PPP1R1B",3.73619113414402e-141,0.442633101741353,0.154,0.015,6.47743456926549e-137,"PC TTR","PPP1R1B"
"SLC22A17",2.5412695506224e-140,0.811383923745385,0.539,0.161,4.40579901991406e-136,"PC TTR","SLC22A17"
"ZFP36L22",1.11185184092117e-139,0.862090862795294,0.565,0.178,1.92761753660503e-135,"PC TTR","ZFP36L2"
"JPH1",5.44396506470866e-139,0.449615251234617,0.15,0.014,9.43820223268541e-135,"PC TTR","JPH1"
"WTIP",5.36176892358036e-138,0.384440597058236,0.152,0.015,9.29569878281126e-134,"PC TTR","WTIP"
"OBSL1",5.49440008114075e-138,0.654858507157107,0.338,0.072,9.52564142067372e-134,"PC TTR","OBSL1"
"PDLIM7",1.89792848251477e-137,0.809633708565708,0.52,0.156,3.29043861013586e-133,"PC TTR","PDLIM7"
"ARID5B",9.46868003655574e-136,0.726411233815264,0.425,0.109,1.64158505793767e-131,"PC TTR","ARID5B"
"CNN2",6.8341942853481e-133,0.359906250020855,0.139,0.013,1.1848442632508e-128,"PC TTR","CNN2"
"TPBG1",6.9429424676464e-131,0.621316707939,0.492,0.139,1.20369793561586e-126,"PC TTR","TPBG"
"KIF9",1.25322521786604e-130,0.808537116226334,0.366,0.088,2.17271656021435e-126,"PC TTR","KIF9"
"ENO41",1.2938907418192e-130,0.505160420066823,0.195,0.027,2.24321837909194e-126,"PC TTR","ENO4"
"TEKT1",3.22016969913787e-129,0.754935373745379,0.234,0.039,5.58280820739532e-125,"PC TTR","TEKT1"
"NENF",1.74167436638806e-128,0.714911620105258,0.435,0.118,3.01954084900697e-124,"PC TTR","NENF"
"CYBA",9.43804646131964e-128,0.822072392785302,0.541,0.176,1.63627411499899e-123,"PC TTR","CYBA"
"NDUFB4",1.47320315674227e-127,0.817525079801479,0.954,0.728,2.55409231284407e-123,"PC TTR","NDUFB4"
"SLC4A2",7.12411198174369e-127,0.634273057167978,0.281,0.056,1.2351072942749e-122,"PC TTR","SLC4A2"
"LRATD21",5.97318415661881e-126,0.557724257388633,0.307,0.064,1.035570937233e-121,"PC TTR","LRATD2"
"RPLP11",6.39823986019083e-126,0.407606807897026,0.999,0.999,1.10926284456128e-121,"PC TTR","RPLP1"
"FSTL11",5.10825835747517e-125,0.739835737335933,0.358,0.088,8.85618751435469e-121,"PC TTR","FSTL1"
"BCAM",7.20591137442118e-125,0.497505164339012,0.226,0.037,1.2492888549834e-120,"PC TTR","BCAM"
"TEX26",1.34596543854235e-123,0.505125672321457,0.192,0.027,2.33350028080087e-119,"PC TTR","TEX26"
"HSBP1L1",5.24285773475959e-123,0.40222824954126,0.175,0.023,9.0895424547527e-119,"PC TTR","HSBP1L1"
"LSR1",5.54330727413481e-123,0.505077164590978,0.281,0.056,9.61043182116751e-119,"PC TTR","LSR"
"SLIT23",4.39493553903302e-122,0.711389521365398,0.474,0.14,7.61949974402154e-118,"PC TTR","SLIT2"
"LDB21",1.21732242923388e-119,0.588590482742551,0.288,0.06,2.11047189556278e-115,"PC TTR","LDB2"
"COL6A1",1.81722651442304e-118,0.580183785938412,0.241,0.045,3.15052560805523e-114,"PC TTR","COL6A1"
"BAMBI1",7.78432430223151e-118,0.536532674095314,0.281,0.058,1.34956830427788e-113,"PC TTR","BAMBI"
"PPIL6",5.87462082022858e-117,0.48073436557588,0.199,0.031,1.01848301160303e-112,"PC TTR","PPIL6"
"STIM2",1.46308979369588e-116,0.573098623778384,0.32,0.074,2.53655877533055e-112,"PC TTR","STIM2"
"NECAB2",1.59849017566032e-116,0.358546651734089,0.169,0.022,2.77130241754229e-112,"PC TTR","NECAB2"
"RHOQ",3.9547940350644e-116,0.563877814832237,0.337,0.08,6.85642641859115e-112,"PC TTR","RHOQ"
"PITPNM1",8.69841876740096e-116,0.891873641508096,0.237,0.045,1.50804486170431e-111,"PC TTR","PITPNM1"
"ZNF5031",1.70089851356393e-115,0.613466945436406,0.365,0.093,2.94884775296578e-111,"PC TTR","ZNF503"
"SLC7A6",5.31157777760574e-115,0.443523280481236,0.179,0.026,9.20868239303508e-111,"PC TTR","SLC7A6"
"ZMYND10",1.29276706448284e-114,0.501386867052256,0.174,0.025,2.24127025969389e-110,"PC TTR","ZMYND10"
"GMPR",9.96087437962475e-114,0.418121830456152,0.202,0.032,1.72691679119554e-109,"PC TTR","GMPR"
"SPCS1",1.53346604727566e-113,0.892102723758054,0.92,0.673,2.6585700861618e-109,"PC TTR","SPCS1"
"WLS1",6.21497518408917e-113,0.524038913718758,0.687,0.243,1.07749024766554e-108,"PC TTR","WLS"
"ADAMTS1",7.69894094475761e-113,0.355555530088429,0.119,0.011,1.33476539159263e-108,"PC TTR","ADAMTS1"
"GPR85",1.2436978541637e-112,0.39449534005983,0.163,0.022,2.1561989697636e-108,"PC TTR","GPR85"
"TOMM7",3.4704046926394e-112,0.876498068687023,0.961,0.725,6.01664061562893e-108,"PC TTR","TOMM7"
"B4GALT6",3.91690513140633e-110,0.39555859833823,0.168,0.024,6.79073842631916e-106,"PC TTR","B4GALT6"
"FRAS1",2.74687509008597e-109,0.463955542202618,0.207,0.035,4.76225734368205e-105,"PC TTR","FRAS1"
"SELENBP1",6.53705550675516e-109,0.497799599265358,0.231,0.044,1.13332931320614e-104,"PC TTR","SELENBP1"
"OSBPL1A",1.64884778463154e-108,0.639920281809335,0.406,0.116,2.8586074042157e-104,"PC TTR","OSBPL1A"
"GUCY1A21",8.97434008735855e-106,0.610235843099829,0.261,0.056,1.55588134094535e-101,"PC TTR","GUCY1A2"
"KRT18",9.53530353467488e-106,0.314497520073446,0.13,0.015,1.65313557380658e-101,"PC TTR","KRT18"
"GNS",1.91959504105241e-101,0.557863431471702,0.269,0.061,3.32800192267256e-97,"PC TTR","GNS"
"EMB",3.72457650823171e-101,0.445855797907622,0.214,0.04,6.45729829232132e-97,"PC TTR","EMB"
"BSG1",4.77318354943762e-101,0.825784832710738,0.817,0.446,8.27526831966e-97,"PC TTR","BSG"
"GPX11",8.14164612256091e-101,0.769190414380018,0.627,0.256,1.41151718826839e-96,"PC TTR","GPX1"
"PPARGC1A",8.18304899299728e-101,0.296707490768823,0.118,0.012,1.41869520391594e-96,"PC TTR","PPARGC1A"
"COX4I1",9.66581211890102e-101,0.592420621163851,0.989,0.912,1.67576184705387e-96,"PC TTR","COX4I1"
"MGAT4B",4.60199871003477e-100,0.553608184743199,0.383,0.11,7.97848516358728e-96,"PC TTR","MGAT4B"
"ASXL3",4.89170720336611e-100,0.422102303317859,0.189,0.032,8.48075277847583e-96,"PC TTR","ASXL3"
"ANXA6",1.70213235643274e-99,0.438418127356367,0.202,0.037,2.95098686634744e-95,"PC TTR","ANXA6"
"SLC2A12",1.50879324603132e-98,0.350709203940766,0.127,0.015,2.6157948506445e-94,"PC TTR","SLC2A12"
"CLYBL1",1.60580227246454e-98,0.638430608901496,0.475,0.158,2.78397939977178e-94,"PC TTR","CLYBL"
"KTN1",2.42138874021365e-98,0.833398765979263,0.836,0.497,4.19796165890841e-94,"PC TTR","KTN1"
"UNC119",1.1162907734704e-97,0.745159328464881,0.551,0.21,1.93531331396563e-93,"PC TTR","UNC119"
"MLF1",4.88906329723972e-97,0.802922297408888,0.591,0.241,8.4761690384245e-93,"PC TTR","MLF1"
"BLVRB",6.44964606367624e-97,0.522929465891758,0.298,0.074,1.11817513805955e-92,"PC TTR","BLVRB"
"MYL9",2.06558069797375e-96,0.317997704523615,0.102,0.01,3.58109725607709e-92,"PC TTR","MYL9"
"SLC3A2",8.77326571993624e-96,0.754574523558094,0.52,0.193,1.52102107786535e-91,"PC TTR","SLC3A2"
"COL18A1",4.19924280887508e-95,0.583478961515744,0.355,0.101,7.28022725774672e-91,"PC TTR","COL18A1"
"RSPH9",1.17204827348526e-94,0.849671911888628,0.35,0.102,2.0319800917414e-90,"PC TTR","RSPH9"
"MYL61",1.22790571030983e-94,0.671322871629689,0.957,0.745,2.12882012996416e-90,"PC TTR","MYL6"
"PFDN51",6.96626067436463e-94,0.572682693681438,0.984,0.879,1.2077406131146e-89,"PC TTR","PFDN5"
"PTGDS",1.99475499629135e-93,0.57458281740251,0.192,0.036,3.45830673707031e-89,"PC TTR","PTGDS"
"RAB13",4.34386582911804e-93,0.594922523462176,0.487,0.17,7.53096018794194e-89,"PC TTR","RAB13"
"OAF",4.65887640277651e-92,0.291649095741025,0.122,0.015,8.07709401949364e-88,"PC TTR","OAF"
"SMIM1",8.73009063785014e-92,0.441380145048901,0.226,0.048,1.51353581388408e-87,"PC TTR","SMIM1"
"NPTN",9.60694437064545e-92,0.417199226682593,0.267,0.063,1.6655559455388e-87,"PC TTR","NPTN"
"MYB",1.51525183504599e-90,0.343023519351112,0.129,0.017,2.62699210641923e-86,"PC TTR","MYB"
"SDSL1",6.1413817961279e-90,0.43699831358992,0.216,0.045,1.06473136199469e-85,"PC TTR","SDSL"
"SPINT21",4.65072418406788e-88,0.759415882204184,0.717,0.364,8.06296051791848e-84,"PC TTR","SPINT2"
"NR2F21",4.79086930003265e-87,0.490517793393616,0.59,0.226,8.3059301054666e-83,"PC TTR","NR2F2"
"MLXIP",1.62733796874893e-86,0.473259357029664,0.258,0.063,2.82131583642002e-82,"PC TTR","MLXIP"
"SPATA17",2.66371319882463e-86,0.275386414927965,0.108,0.012,4.61807957280227e-82,"PC TTR","SPATA17"
"SHTN12",2.68732445847208e-85,0.514251657891839,0.386,0.121,4.65901441365304e-81,"PC TTR","SHTN1"
"CADPS2",2.07234598192527e-84,0.287220990222867,0.119,0.015,3.59282622886385e-80,"PC TTR","CADPS2"
"COL9A21",5.84496518788719e-84,0.362740372017633,0.155,0.026,1.013341614624e-79,"PC TTR","COL9A2"
"RPS82",7.29995897966728e-84,0.384168419944494,0.999,0.998,1.26559388830492e-79,"PC TTR","RPS8"
"SPARC1",9.29723973326537e-84,0.714520731610537,0.742,0.365,1.61186245255622e-79,"PC TTR","SPARC"
"FZD4",1.83467081019079e-82,0.271861198734844,0.102,0.011,3.18076878362777e-78,"PC TTR","FZD4"
"PBXIP1",3.16907524914641e-82,0.375748022382288,0.157,0.027,5.49422575944512e-78,"PC TTR","PBXIP1"
"SERPINH12",3.60085217367033e-82,0.585820916054964,0.499,0.186,6.24279741349226e-78,"PC TTR","SERPINH1"
"ABLIM11",4.21912867525052e-82,0.473566521220207,0.229,0.054,7.31470338428182e-78,"PC TTR","ABLIM1"
"HIPK21",6.28584460525136e-82,0.717420795053779,0.565,0.239,1.08977687921243e-77,"PC TTR","HIPK2"
"RIIAD1",1.32879954547986e-81,0.56445465788025,0.271,0.072,2.30373977199843e-77,"PC TTR","RIIAD1"
"SLC5A6",2.49735246352725e-81,0.438599661055313,0.194,0.04,4.3296599660172e-77,"PC TTR","SLC5A6"
"NAP1L3",2.87532635643644e-81,0.570201898794165,0.323,0.097,4.98495330415386e-77,"PC TTR","NAP1L3"
"IGFBPL1",8.31327061477044e-81,0.788669079947121,0.382,0.13,1.44127172648275e-76,"PC TTR","IGFBPL1"
"APLP2",3.33272491917713e-80,0.747887100309794,0.69,0.34,5.77794519237738e-76,"PC TTR","APLP2"
"SGMS1",6.41578626624298e-80,0.297394637490848,0.123,0.017,1.11230486497855e-75,"PC TTR","SGMS1"
"ATP5ME",1.26186680697227e-79,0.847860692750665,0.926,0.655,2.18769848324783e-75,"PC TTR","ATP5ME"
"GALNT121",4.79027596956897e-79,0.424587854397087,0.224,0.053,8.30490144844172e-75,"PC TTR","GALNT12"
"COL1A2",8.64082298320074e-79,0.355963292739487,0.142,0.023,1.49805948059751e-74,"PC TTR","COL1A2"
"COX8A",1.82535961455011e-78,0.778665005177338,0.772,0.43,3.16462596374552e-74,"PC TTR","COX8A"
"CFAP206",2.19106460171097e-78,0.341080629467614,0.137,0.022,3.79864869998631e-74,"PC TTR","CFAP206"
"FREM2",3.35586706498389e-78,0.285636888928604,0.134,0.021,5.81806673056256e-74,"PC TTR","FREM2"
"NOTCH2",4.94137354532483e-78,0.513811083728167,0.288,0.082,8.56685931552966e-74,"PC TTR","NOTCH2"
"RPS15",1.14201191665958e-77,0.313681878249406,1,0.998,1.97990605991271e-73,"PC TTR","RPS15"
"FAM174A",1.85453356040369e-77,0.333981463050691,0.148,0.026,3.21520483367187e-73,"PC TTR","FAM174A"
"FAM126A",2.24722061832812e-77,0.419529006811449,0.226,0.054,3.89600638599546e-73,"PC TTR","FAM126A"
"ENKUR",2.4457214615056e-77,0.446168838626023,0.154,0.028,4.24014729781226e-73,"PC TTR","ENKUR"
"ADGRB2",5.94642784298484e-77,0.398847779726295,0.259,0.068,1.03093219513828e-72,"PC TTR","ADGRB2"
"SLC35F5",2.90964599009479e-76,0.353334171732127,0.145,0.025,5.04445325302734e-72,"PC TTR","SLC35F5"
"DYNLRB2",3.04245916668319e-76,0.889929096226159,0.668,0.329,5.27471145727865e-72,"PC TTR","DYNLRB2"
"TMEM205",9.08681641981577e-76,0.551030538793858,0.439,0.161,1.57538136270346e-71,"PC TTR","TMEM205"
"RPS16",9.13958109018126e-76,0.413503400362009,0.999,0.99,1.58452917360472e-71,"PC TTR","RPS16"
"ATP2B2",1.01340375750467e-74,0.297951588665783,0.128,0.02,1.75693809438585e-70,"PC TTR","ATP2B2"
"ITM2C",2.77222552386099e-74,0.506099637431844,0.36,0.119,4.8062073907178e-70,"PC TTR","ITM2C"
"METRNL",2.97923684571501e-72,0.367716633264026,0.189,0.042,5.16510291941611e-68,"PC TTR","METRNL"
"COL2A12",4.23645449945851e-72,0.50605720803353,0.395,0.138,7.34474116571122e-68,"PC TTR","COL2A1"
"SEZ6L2",2.57551615079306e-71,0.300220287426034,0.137,0.024,4.46517235062992e-67,"PC TTR","SEZ6L2"
"IRS2",2.74649379583468e-70,0.396087357709642,0.195,0.046,4.76159629383859e-66,"PC TTR","IRS2"
"CERS4",3.82775236951902e-70,0.37055387939818,0.211,0.051,6.63617428303512e-66,"PC TTR","CERS4"
"EPHX2",5.20096091548143e-70,0.318189864933114,0.152,0.029,9.01690593917015e-66,"PC TTR","EPHX2"
"PTPRD",6.28660546799521e-70,0.307472298567547,0.135,0.024,1.08990878998633e-65,"PC TTR","PTPRD"
"RAP1GDS1",1.85438476189918e-69,0.463553441433176,0.279,0.083,3.21494686170461e-65,"PC TTR","RAP1GDS1"
"SELENOM1",2.58018480834837e-69,0.475597666989734,0.312,0.1,4.47326640223358e-65,"PC TTR","SELENOM"
"DNALI1",4.28190920313862e-69,0.545501280820695,0.336,0.112,7.42354598548143e-65,"PC TTR","DNALI1"
"ATP5F1E",6.2416709819905e-69,0.433152405752621,0.997,0.962,1.08211849814769e-64,"PC TTR","ATP5F1E"
"COL6A2",3.23302045079401e-68,0.368493958078406,0.209,0.052,5.60508755554157e-64,"PC TTR","COL6A2"
"PVALB",1.51405548659486e-67,0.475252683659129,0.18,0.041,2.62491799710951e-63,"PC TTR","PVALB"
"MLLT1",1.92640864196803e-67,0.390566396768586,0.164,0.035,3.33981466257998e-63,"PC TTR","MLLT1"
"ERICH2",2.25814612105314e-67,0.486689074159709,0.276,0.083,3.91494793006983e-63,"PC TTR","ERICH2"
"PSAP1",5.76111082435073e-67,0.661550508999998,0.529,0.235,9.98803783617686e-63,"PC TTR","PSAP"
"KIAA1522",7.21489098203447e-67,0.321361189058386,0.187,0.043,1.25084564955532e-62,"PC TTR","KIAA1522"
"SLC12A2",2.18342882954354e-66,0.390604795587173,0.199,0.049,3.78541056177963e-62,"PC TTR","SLC12A2"
"CERS6",3.48884866069793e-66,0.370699925939832,0.199,0.049,6.04861692305199e-62,"PC TTR","CERS6"
"SPATA33",4.67872721619805e-66,0.424428324625337,0.188,0.045,8.11150937472255e-62,"PC TTR","SPATA33"
"TENM2",5.37847663476414e-66,0.324973577690329,0.147,0.029,9.32466494169058e-62,"PC TTR","TENM2"
"LY6H2",6.18170791890917e-66,0.576919799343961,0.528,0.228,1.07172270190128e-61,"PC TTR","LY6H"
"CDK2AP2",6.55853418451764e-66,0.745576741523961,0.38,0.143,1.13705307156982e-61,"PC TTR","CDK2AP2"
"BMP71",2.6450894632159e-65,0.440891338604514,0.292,0.092,4.5857916023774e-61,"PC TTR","BMP7"
"RPL35A1",4.16636204774721e-65,0.410880473614259,0.999,0.969,7.22322188217934e-61,"PC TTR","RPL35A"
"ZDHHC12",2.70935089681213e-64,0.412618091163734,0.32,0.106,4.69720164980319e-60,"PC TTR","ZDHHC12"
"IFI27L21",5.20351731975599e-63,0.664794237104624,0.811,0.518,9.02133797726095e-59,"PC TTR","IFI27L2"
"COL4A61",1.77190724680883e-62,0.359619032381823,0.227,0.063,3.07195559379246e-58,"PC TTR","COL4A6"
"GPM6A1",2.60106594668062e-62,0.717741985542337,0.677,0.363,4.50946803176018e-58,"PC TTR","GPM6A"
"C1GALT1",4.83010432976409e-62,0.279409083784594,0.137,0.027,8.373951876512e-58,"PC TTR","C1GALT1"
"ANXA3",2.51441550516809e-61,0.358159377973098,0.129,0.025,4.35924216130992e-57,"PC TTR","ANXA3"
"ATOX1",2.83514377593912e-61,0.582722126447666,0.848,0.555,4.91528876434566e-57,"PC TTR","ATOX1"
"STK391",6.82411761236104e-61,0.410003727549894,0.281,0.089,1.18309727045503e-56,"PC TTR","STK39"
"TMEFF2",7.48757017471682e-61,0.257568995916151,0.103,0.016,1.29812004119066e-56,"PC TTR","TMEFF2"
"EVA1B",1.11466081650919e-60,0.29507471346885,0.138,0.028,1.93248745758199e-56,"PC TTR","EVA1B"
"PLD3",1.24809424117047e-60,0.541299109446758,0.588,0.273,2.16382098591725e-56,"PC TTR","PLD3"
"WDR1",1.6898014619909e-60,0.449185227344439,0.338,0.119,2.92960879465363e-56,"PC TTR","WDR1"
"RPLP21",4.03227731068372e-60,0.467097959349533,1,0.975,6.99075917353237e-56,"PC TTR","RPLP2"
"RPS211",4.67666316522385e-60,0.394893598975958,0.997,0.972,8.1079309295486e-56,"PC TTR","RPS21"
"NARS2",4.99206081064467e-60,0.387691262844717,0.271,0.085,8.65473582741467e-56,"PC TTR","NARS2"
"DSEL",9.54466190632005e-60,0.347385883795376,0.189,0.048,1.65475803469871e-55,"PC TTR","DSEL"
"STT3B",1.18085003668318e-59,0.473034187477827,0.338,0.122,2.04723970859763e-55,"PC TTR","STT3B"
"TOM1L1",2.58634681753597e-59,0.284899851348487,0.129,0.025,4.4839494775621e-55,"PC TTR","TOM1L1"
"HSD17B12",6.4003145305166e-59,0.475119809474855,0.442,0.18,1.10962253015566e-54,"PC TTR","HSD17B12"
"MTUS2",1.32920144751034e-58,0.276246690387174,0.109,0.019,2.30443654954868e-54,"PC TTR","MTUS2"
"DPCD",1.667894601093e-58,0.610317888492551,0.759,0.454,2.89162886991493e-54,"PC TTR","DPCD"
"GPATCH2L",3.49658760092129e-58,0.410519793988686,0.377,0.141,6.06203392371723e-54,"PC TTR","GPATCH2L"
"CFAP300",8.11907500662278e-58,0.411347680766615,0.162,0.038,1.40760403389819e-53,"PC TTR","CFAP300"
"MBOAT2",9.18409155726019e-58,0.438382217771495,0.385,0.149,1.5922459532822e-53,"PC TTR","MBOAT2"
"CIB1",1.21793746620332e-57,0.522842243626812,0.266,0.087,2.1115381851567e-53,"PC TTR","CIB1"
"NDUFA1",2.65579525954629e-57,0.572637212699001,0.866,0.58,4.60435224147541e-53,"PC TTR","NDUFA1"
"ST6GALNAC4",2.74206207060256e-57,0.323231329472877,0.173,0.043,4.75391301180365e-53,"PC TTR","ST6GALNAC4"
"RIBC1",1.8773182091767e-56,0.389501242652744,0.164,0.04,3.25470657924965e-52,"PC TTR","RIBC1"
"SPATA131",2.20974933968917e-56,0.486106514867077,0.372,0.144,3.83104243021912e-52,"PC TTR","SPATA13"
"MAPK6",5.35190616976907e-56,0.43998013720913,0.326,0.118,9.27859972652864e-52,"PC TTR","MAPK6"
"MDFIC",1.96391210372335e-55,0.353198933174022,0.152,0.035,3.40483441422516e-51,"PC TTR","MDFIC"
"SLC38A10",2.07435861871397e-55,0.373186426122635,0.206,0.058,3.59631553726442e-51,"PC TTR","SLC38A10"
"BOLA3",4.04953730305983e-55,0.537843194766807,0.479,0.21,7.02068282231483e-51,"PC TTR","BOLA3"
"TMEM179B",1.05889921004787e-54,0.316424699222872,0.212,0.061,1.83581356045999e-50,"PC TTR","TMEM179B"
"HEBP2",1.23180785150859e-54,0.537635577345395,0.474,0.211,2.13558527216043e-50,"PC TTR","HEBP2"
"SCAMP11",1.30042688936857e-54,0.469627802296841,0.371,0.145,2.2545500980983e-50,"PC TTR","SCAMP1"
"ATP5F1D",2.13834377868038e-54,0.560096108860149,0.887,0.637,3.70724660909818e-50,"PC TTR","ATP5F1D"
"TMEM231",3.87135221732089e-54,0.291784236332272,0.119,0.023,6.71176333916923e-50,"PC TTR","TMEM231"
"PAPSS1",5.00181442372498e-54,0.409570412802709,0.293,0.102,8.671645666412e-50,"PC TTR","PAPSS1"
"SLC7A5",5.7713799779197e-54,0.287189148622981,0.159,0.038,1.00058414677194e-49,"PC TTR","SLC7A5"
"PARVA",6.35502468796697e-54,0.304070032117727,0.208,0.059,1.10177063015283e-49,"PC TTR","PARVA"
"CRIP2",8.26920406915323e-54,0.458855921991936,0.317,0.116,1.4336319094691e-49,"PC TTR","CRIP2"
"PAM1",1.59972824838179e-53,0.474995403698658,0.469,0.206,2.7734488642195e-49,"PC TTR","PAM"
"GULP1",1.78048543254963e-53,0.369282829511148,0.253,0.082,3.08682759441129e-49,"PC TTR","GULP1"
"TTC30B",4.34750010996957e-53,0.27041949071881,0.139,0.031,7.53726094065424e-49,"PC TTR","TTC30B"
"CITED21",6.10316881266739e-53,0.464715355998633,0.286,0.101,1.05810637705214e-48,"PC TTR","CITED2"
"AHNAK",8.09180256979064e-53,0.255738390568456,0.112,0.021,1.4028758115246e-48,"PC TTR","AHNAK"
"MORN2",1.19917941913139e-52,0.587353181627126,0.544,0.263,2.07901735894809e-48,"PC TTR","MORN2"
"TRAF3IP1",1.4085128338664e-52,0.383161581421551,0.261,0.087,2.44193870007418e-48,"PC TTR","TRAF3IP1"
"CCDC801",1.88738677498123e-52,0.295799038378186,0.172,0.045,3.27216245178496e-48,"PC TTR","CCDC80"
"IFT22",3.14417559815679e-52,0.702306747540917,0.721,0.432,5.45105723452442e-48,"PC TTR","IFT22"
"ADD3",4.51943312376541e-52,0.412911918485376,0.249,0.083,7.8353412066721e-48,"PC TTR","ADD3"
"COX5B",6.07895743982471e-52,0.61069177140281,0.873,0.656,1.05390885134241e-47,"PC TTR","COX5B"
"P4HTM",7.52900544201772e-52,0.418268501027311,0.287,0.102,1.30530367348261e-47,"PC TTR","P4HTM"
"CD631",1.0415899816587e-51,0.521635958495952,0.892,0.683,1.8058045512017e-47,"PC TTR","CD63"
"LRP10",1.34546589250431e-51,0.27775928431423,0.184,0.05,2.33263421783472e-47,"PC TTR","LRP10"
"ITM2B1",1.51226173683367e-51,0.526968865420475,0.871,0.628,2.62180817314854e-47,"PC TTR","ITM2B"
"PSME1",2.01572456606581e-51,0.498073929142123,0.56,0.267,3.49466168018829e-47,"PC TTR","PSME1"
"TPPP3",3.5934169215811e-51,1.04636200213293,0.138,0.033,6.22990691694515e-47,"PC TTR","TPPP3"
"GALNT2",5.39712379078266e-51,0.35787524401497,0.239,0.077,9.3569935160799e-47,"PC TTR","GALNT2"
"ORAI3",5.47733647706139e-51,0.290069950962251,0.14,0.033,9.49605825028133e-47,"PC TTR","ORAI3"
"IGSF211",1.13354178917657e-50,0.27215749162619,0.147,0.035,1.96522139989542e-46,"PC TTR","IGSF21"
"CCDC51",1.74787007514436e-50,0.329675352462785,0.233,0.074,3.03028234927777e-46,"PC TTR","CCDC51"
"CLU1",1.75664534707859e-50,0.426534733443235,0.419,0.18,3.04549603823015e-46,"PC TTR","CLU"
"RPL271",1.82010446284747e-50,0.333401032456188,0.997,0.989,3.15551510723867e-46,"PC TTR","RPL27"
"LAMB2",2.27517601058797e-50,0.278934989617098,0.182,0.05,3.94447264955637e-46,"PC TTR","LAMB2"
"S100A10",2.85245604028327e-50,0.53458040823202,0.351,0.142,4.94530303703911e-46,"PC TTR","S100A10"
"FGFR21",4.93295383812474e-50,0.282201532621007,0.207,0.061,8.55226206915686e-46,"PC TTR","FGFR2"
"SPEF2",7.24846088449125e-50,0.277435933724599,0.113,0.023,1.25666566354425e-45,"PC TTR","SPEF2"
"MAP9",7.42060218800631e-50,0.445990551463785,0.426,0.184,1.28650980133465e-45,"PC TTR","MAP9"
"FKBP9",1.48066015304629e-49,0.324236922804364,0.167,0.044,2.56702050733635e-45,"PC TTR","FKBP9"
